Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
"Davis County, UT",US,40.9629,-112.0953,0,3,4,5,5,2,4,6,3,2,0,1,1,1,4,2,6,3,3,2,2,5,4,6,4,5,5,4,5,2,2,4,7,8,-3,-3,-2,4,6,7,3,1,1,3,5,8,5,4,3,1,1,1,3,5,8,3,2,6,8,11,13,3,3,6,12,15,17,15,9,11,11,12,11,8,13,15,14,15,9
"El Paso County, CO",US,38.9108,-104.4723,6,10,4,7,12,4,5,11,12,5,0,5,4,6,12,3,0,9,1,6,10,9,9,5,10,10,10,8,5,3,6,9,17,20,-1,-8,-3,3,-3,5,-2,0,-2,0,-2,8,3,10,4,-2,-2,0,9,11,4,4,-4,5,7,13,13,12,9,11,15,10,17,18,18,14,16,18,14,0,4,9,15,11,17
"Honolulu County, HI",US,21.307,-157.8584,26,25,25,25,25,26,26,26,25,25,25,25,24,26,25,25,25,24,25,25,25,26,26,25,25,26,27,26,26,26,27,26,25,26,27,26,25,22,23,23,24,21,24,26,28,27,25,25,25,26,25,24,25,26,25,26,26,25,24,24,25,24,24,26,25,26,25,24,24,23,25,24,23,26,25,25,25,24,26
"Jackson County, OR ",US,42.3345,-122.7647,10,10,10,13,6,6,8,8,4,5,6,4,4,4,2,7,0,5,8,9,10,5,9,11,11,12,10,8,8,10,11,15,11,3,3,3,5,10,11,4,8,11,11,12,11,9,8,8,8,10,13,14,14,14,12,10,15,14,18,16,7,7,10,15,16,17,11,6,7,11,15,15,15,13,7,7,11,8,10
"Jefferson County, WA",US,47.7425,-123.304,2,0,-1,2,-3,-3,2,0,-6,-4,-1,-3,-4,-7,-10,-7,-6,-5,0,2,0,-2,0,2,-1,1,-1,0,0,1,2,4,0,-4,-4,-3,3,1,2,-2,1,2,2,2,0,-1,0,-3,-1,0,2,4,2,0,-3,0,2,0,5,2,-2,-2,2,1,-1,0,-2,-3,-3,0,1,0,0,-3,-4,0,8,4,4
"Kershaw County, SC",US,34.3672,-80.5883,16,15,13,23,18,14,17,15,17,16,16,23,20,21,21,23,21,11,13,16,5,5,10,11,18,12,13,15,14,13,13,4,9,18,24,22,22,22,10,7,13,19,24,23,23,14,11,10,17,15,14,7,7,12,17,10,18,19,11,13,12,16,21,19,15,10,15,13,17,22,22,24,26,25,22,18,15,18,23
"Klamath County, OR",US,42.6953,-121.6142,5,4,6,8,2,0,4,4,1,1,2,0,0,0,-2,0,0,0,3,6,5,2,3,6,5,5,4,4,3,5,6,10,10,-1,0,1,4,7,8,1,4,8,9,8,9,6,4,6,3,4,7,8,9,11,7,8,10,12,14,13,2,3,10,12,13,15,11,2,3,6,12,14,14,10,2,3,7,10,6
"Madera County, CA",US,37.2519,-119.6963,12,13,10,19,16,12,11,14,5,7,9,9,9,9,9,11,9,8,9,14,15,13,13,15,13,13,12,13,12,10,12,18,20,12,8,7,9,14,17,16,12,14,15,16,17,16,16,17,15,16,16,19,18,13,14,15,19,21,22,23,20,9,13,18,22,24,22,10,12,15,18,17,19,16,11,9,7,8,10
"Pierce County, WA",US,47.0676,-122.1295,10,9,6,13,6,5,9,11,4,2,5,5,4,3,0,4,4,5,9,12,11,9,8,11,10,12,11,10,10,8,10,13,10,6,4,3,8,9,9,6,7,7,6,8,5,7,6,6,8,8,10,12,11,8,7,7,10,9,14,11,6,8,7,10,10,13,5,6,7,10,11,8,10,2,7,9,14,12,12
"Tulsa County, OK",US,36.1593,-95.941,11,15,15,11,9,15,14,15,16,16,19,0,9,12,14,15,5,6,8,6,5,7,2,10,5,12,14,18,5,4,6,10,15,23,22,3,0,3,9,12,17,8,8,5,0,6,14,13,18,9,12,4,7,14,11,11,10,5,13,16,22,22,13,18,16,19,17,20,19,22,19,24,27,12,10,10,10,16,25
"Douglas County, CO",US,39.2587,-104.9389,6,10,5,7,12,8,5,12,11,6,0,8,4,6,12,9,7,10,7,7,11,12,10,5,11,11,12,7,6,4,6,10,16,18,-1,-8,-2,4,-1,9,-2,-1,3,-1,0,11,7,11,5,0,-4,4,11,14,3,3,-5,5,8,13,13,10,9,13,16,12,18,18,18,13,16,19,13,7,13,15,17,16,18
"Providence County, RI",US,41.8882,-71.4774,4,4,7,8,6,3,2,4,4,0,8,17,19,5,5,9,7,-4,-4,5,-1,-2,2,7,8,7,8,6,4,4,2,6,4,5,8,8,4,3,11,2,2,6,5,7,4,0,-1,6,8,4,6,0,0,8,12,15,12,10,9,2,1,1,12,15,11,10,9,7,12,21,19,14,10,16,11,9,5,7,12
"Chatham County, NC",US,35.7211,-79.1781,14,13,13,15,18,11,15,11,14,12,17,21,21,19,20,20,17,8,9,12,4,4,8,8,17,14,11,11,11,11,11,6,8,17,23,21,18,19,13,8,13,17,22,13,20,11,8,14,16,16,10,7,4,12,17,11,18,19,10,12,9,15,20,17,17,13,14,13,17,21,20,23,23,24,21,14,16,17,19
"Delaware County, PA",US,39.9078,-75.3879,8,5,9,9,12,4,9,7,4,1,12,19,17,9,7,12,9,0,0,5,0,1,4,7,12,10,8,6,6,6,3,8,7,6,15,17,6,6,14,5,8,6,9,8,8,1,0,9,11,15,10,3,2,10,13,16,9,10,5,5,1,7,17,14,14,12,6,8,15,21,19,14,14,21,14,12,9,13,15
"Douglas County, NE",US,41.3148,-96.1951,2,6,4,4,5,7,6,7,2,7,-2,-5,-3,1,0,-1,-8,0,-7,-12,-11,-4,1,0,0,0,3,0,-1,0,1,1,7,11,1,-1,0,2,-3,2,1,5,4,6,-9,0,8,11,9,5,-3,0,9,13,15,8,5,3,4,8,17,14,10,14,16,10,13,20,21,3,7,16,13,9,3,2,7,9,12
"Fayette County, KY",US,38.0606,-84.4803,4,9,10,11,6,8,8,8,7,14,18,21,8,9,13,17,7,3,10,-3,-2,0,4,10,9,2,7,8,3,3,6,5,6,15,17,13,4,4,0,4,9,10,5,4,4,-2,7,8,13,11,7,3,3,9,12,7,11,6,3,5,3,16,12,14,17,15,4,9,18,19,14,14,19,13,7,6,9,10,18
"Marion County, IN",US,39.8362,-86.1752,0,8,11,9,0,8,6,7,0,12,12,15,0,5,9,8,0,0,7,-8,0,0,0,6,5,1,0,0,0,0,2,3,5,16,16,12,1,0,1,1,0,2,3,3,0,-7,5,7,8,6,0,0,0,9,12,6,4,0,0,0,1,13,11,12,12,14,2,9,17,17,12,10,15,10,4,7,9,11,9
"Middlesex County, MA",US,42.4672,-71.2874,2,4,7,9,6,2,2,4,5,0,9,20,22,2,5,8,6,-5,-5,6,-1,-2,2,7,8,6,9,7,4,4,1,7,4,5,7,8,4,3,3,0,0,7,4,6,2,-1,-1,5,7,3,6,0,0,7,12,17,13,10,10,3,2,1,13,18,10,11,10,7,13,23,21,12,8,16,12,9,3,8,12
"Nassau County, NY",US,40.6546,-73.5594,7,4,8,7,9,5,7,7,5,0,9,13,17,8,7,10,9,-1,2,6,0,0,2,7,9,9,8,6,6,4,3,6,5,6,10,10,5,5,11,5,7,8,7,7,6,1,0,6,9,8,8,2,0,8,10,12,9,8,6,5,2,6,10,11,11,9,8,7,12,16,14,11,8,17,12,10,7,10,10
"Ramsey County, MN",US,44.9964,-93.0616,-4,0,2,0,0,2,2,-2,-12,1,-6,-9,-6,-2,0,-4,-15,-6,-3,-10,-6,-7,2,0,0,0,-1,-2,-6,-5,-3,0,2,5,0,-5,-1,0,-1,-6,-3,-1,-1,1,-16,-10,2,-4,1,-5,-10,-9,2,5,7,4,2,-1,-4,-3,3,9,2,5,4,3,4,10,14,4,5,6,5,3,1,4,4,7,7
"Washoe County, NV",US,40.5608,-119.6035,7,12,10,11,9,9,10,10,7,6,4,6,6,7,5,6,8,5,8,9,10,10,12,11,12,14,11,10,10,10,11,14,15,6,3,3,9,13,16,10,8,11,11,12,13,14,16,13,10,7,9,11,13,16,16,14,14,18,18,18,16,6,13,17,20,21,21,11,13,14,17,19,18,18,10,9,13,4,6
"Wayne County, PA",US,41.6739,-75.2479,4,1,7,5,6,0,3,2,0,-1,6,14,14,5,4,7,4,-5,-5,0,-5,-2,2,4,8,2,3,2,1,0,1,3,4,2,9,12,2,2,1,0,2,6,5,4,2,-7,0,4,4,3,1,-2,0,6,9,14,9,6,1,0,-3,3,14,12,8,8,5,4,14,19,15,10,10,14,7,8,7,9,12
"Yolo County, CA",US,38.7646,-121.9018,15,14,17,14,14,15,15,12,11,11,11,14,12,14,14,11,9,9,11,11,12,12,14,12,17,16,19,18,16,19,19,19,18,15,13,14,17,18,19,17,17,22,23,21,18,18,18,20,21,19,19,19,22,23,17,22,24,23,24,23,19,15,21,26,24,23,18,14,14,19,24,22,27,20,13,12,10,13,12
"Santa Clara County, CA",US,37.3541,-121.9552,17,14,15,18,15,14,16,14,13,13,15,14,13,13,13,12,10,13,12,13,14,15,16,16,19,19,16,15,16,16,16,20,20,13,13,13,17,20,20,15,17,22,23,21,16,17,19,16,22,21,20,21,20,19,15,21,24,25,26,25,16,15,22,24,26,20,18,13,16,19,20,22,24,16,13,12,12,14,12
"Clark County, NV",US,36.0796,-115.094,14,13,17,16,15,16,16,16,17,15,13,11,12,14,15,15,16,15,15,19,17,18,16,19,20,20,20,20,18,17,18,18,20,23,9,10,12,17,21,20,15,20,15,18,18,19,20,22,22,16,19,18,21,13,20,22,16,18,22,21,22,19,19,23,23,25,26,24,22,22,16,20,21,16,19,21,20,17,15
"Fort Bend County, TX",US,29.5693,-95.8143,16,16,18,20,21,22,23,20,20,24,23,13,15,18,25,26,23,23,22,15,17,17,14,17,19,19,23,18,19,12,12,14,20,24,23,25,9,11,22,22,23,25,13,13,13,16,21,23,26,26,16,10,13,18,21,22,22,12,15,22,24,22,27,27,24,23,22,19,23,24,27,27,28,28,28,28,24,27,28
"Grant County, WA",US,47.1981,-119.3732,6,12,8,10,9,7,11,11,8,5,2,5,7,-4,-5,-2,1,0,0,5,5,3,4,4,9,6,7,8,7,6,3,13,13,6,5,0,4,4,6,10,7,10,14,11,7,11,10,11,10,8,8,8,9,12,11,11,9,13,15,15,12,11,15,17,13,13,14,11,11,11,14,14,12,5,0,5,12,13,15
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,17,18,22,23,17,16,20,18,18,21,22,23,22,23,24,25,24,22,19,12,10,7,11,15,17,15,12,15,19,10,17,13,13,20,22,22,22,22,13,19,22,23,26,24,19,17,19,14,20,24,24,18,13,15,19,22,21,16,12,17,20,20,23,25,21,18,20,18,20,22,23,25,26,27,28,29,28,28,26
"Williamson County, TN",US,35.9179,-86.8622,9,11,10,14,6,12,12,11,14,16,19,19,10,13,15,19,10,7,12,3,-1,2,7,7,9,5,9,13,8,9,9,11,9,19,21,17,13,5,3,10,16,13,8,14,6,0,11,14,18,14,11,5,5,12,13,11,13,5,7,8,9,19,15,18,18,18,10,12,19,18,19,16,22,15,15,9,12,12,21
"New York County, NY",US,40.7128,-74.006,6,4,9,8,10,6,7,6,6,1,11,18,19,7,7,11,10,0,1,6,1,1,5,7,11,10,8,7,6,5,3,6,6,6,13,13,6,5,12,5,7,8,9,7,6,1,0,7,10,9,9,2,2,10,12,15,9,8,5,5,2,8,13,13,13,11,7,9,14,21,17,12,9,20,14,12,7,11,10
"Montgomery County, MD",US,39.1547,-77.2405,10,8,10,11,13,5,10,5,5,3,12,19,17,11,8,14,10,2,1,4,1,2,4,6,9,9,8,8,7,7,5,7,8,11,19,19,5,7,13,6,9,7,12,9,12,1,2,10,12,15,10,5,3,12,14,16,10,10,4,6,2,10,18,17,17,13,10,10,17,23,21,13,18,21,15,10,12,17,15
"Suffolk County, MA",US,42.3601,-71.0589,5,5,8,10,8,3,2,5,6,0,10,20,21,5,5,9,7,-5,-5,6,-2,-3,2,8,7,6,9,8,4,4,0,7,4,5,8,7,4,4,9,1,1,7,5,7,4,0,-1,6,7,4,7,1,0,7,12,16,10,8,11,3,2,1,12,15,10,10,6,6,12,23,19,10,7,16,12,6,1,7,10
"Denver County, CO",US,39.7392,-104.9903,9,11,8,10,17,6,6,15,17,8,1,6,7,7,14,9,3,12,7,9,11,10,11,6,14,14,13,6,10,7,5,12,19,23,-2,-6,0,5,-1,8,-1,0,3,2,0,14,7,11,5,3,-3,3,14,16,7,4,-1,7,11,17,16,5,12,16,18,14,21,21,21,16,18,21,11,7,9,14,17,14,19
"Summit County, CO",US,39.5912,-106.064,-3,-2,-4,-3,5,1,-5,1,4,-3,-8,-2,-6,-6,2,2,4,-2,-4,-1,4,1,-1,-3,1,0,3,0,-3,-2,-5,-2,3,11,2,-11,-13,-5,-2,4,-3,-3,-4,-6,-6,3,1,0,-3,-3,0,0,4,6,0,-4,-10,-5,-1,3,5,2,-1,1,5,5,9,8,8,4,4,7,6,5,5,7,9,9,7
"Bergen County, NJ",US,40.9263,-74.077,7,4,9,8,10,5,7,7,5,0,9,19,19,7,7,11,9,-1,-1,6,0,0,3,7,10,7,7,7,6,5,2,6,6,7,13,13,6,5,10,5,6,7,8,8,5,0,0,7,11,6,8,3,2,10,13,17,11,8,6,5,2,6,16,15,13,11,8,9,16,23,19,14,10,20,13,12,8,12,13
"Harris County, TX",US,29.7752,-95.3103,17,15,18,20,20,23,23,19,19,24,23,15,14,16,25,25,23,21,22,15,16,15,14,16,19,19,23,18,17,12,13,15,20,24,24,25,11,10,22,21,21,24,14,14,14,16,18,22,26,25,15,10,13,17,20,23,23,12,15,23,23,22,26,27,24,23,23,17,22,23,27,27,28,27,27,27,24,28,28
"San Francisco County, CA",US,37.7749,-122.4194,16,13,16,14,13,14,14,12,12,11,13,13,12,12,12,11,10,11,11,11,13,13,14,14,16,16,14,14,14,15,15,18,17,12,12,13,15,18,16,15,16,19,21,17,11,14,15,14,19,18,15,18,20,13,14,18,22,21,22,18,12,15,21,21,21,15,12,12,13,17,20,18,16,15,11,11,11,12,12
"Contra Costa County, CA",US,37.8534,-121.9018,13,14,15,13,11,12,12,12,10,7,12,10,8,9,9,8,7,8,9,8,10,11,14,13,16,16,12,13,12,15,15,17,17,10,8,8,15,16,18,13,12,18,19,17,13,14,16,15,18,16,16,16,19,17,14,19,20,21,22,22,13,11,18,21,23,17,13,9,10,15,18,19,21,15,8,7,7,9,8
"Orange County, CA",US,33.7879,-117.8531,22,19,18,22,21,20,26,25,16,16,18,17,17,17,17,18,15,16,21,23,17,15,17,23,21,20,14,22,23,24,23,27,29,20,17,16,16,18,20,20,13,22,22,19,20,20,20,20,20,21,20,26,24,16,18,21,28,27,28,30,21,15,21,26,21,26,21,18,18,23,19,21,14,14,17,18,17,16,16
"Norfolk County, MA",US,42.1767,-71.1449,5,5,8,9,7,3,2,5,5,0,10,19,22,6,5,10,7,-4,-4,7,0,-2,3,8,8,7,9,7,4,4,1,7,5,5,8,8,4,4,12,2,1,7,6,6,3,0,-1,6,7,4,6,1,0,8,12,16,13,8,10,4,2,1,12,18,11,11,9,7,12,23,20,12,9,16,11,9,3,7,12
"Maricopa County, AZ",US,33.2918,-112.4291,16,17,17,18,20,20,21,22,20,16,18,17,18,20,21,21,19,19,21,24,25,14,18,21,22,23,23,24,21,20,21,23,25,25,17,12,13,16,20,23,23,19,15,17,20,22,23,24,25,25,26,26,26,19,17,21,21,19,25,26,26,24,18,24,22,28,30,27,23,25,23,20,21,18,21,24,24,22,19
"Wake County, NC",US,35.8032,-78.5661,15,13,14,16,18,11,15,11,14,11,19,22,21,20,20,20,19,8,10,12,4,3,7,9,17,14,12,13,12,11,11,8,7,17,23,21,18,22,15,8,13,18,22,13,20,11,7,14,16,17,11,7,2,11,17,12,18,19,10,12,8,14,20,18,17,13,14,13,17,21,20,23,23,24,20,13,16,17,19
"Westchester County, NY",US,41.122,-73.7949,6,4,9,8,8,4,7,5,4,1,8,18,18,6,6,10,8,-1,-1,5,0,0,3,6,9,7,6,6,5,4,2,6,5,6,12,12,5,4,10,4,5,7,7,7,5,-1,0,6,10,5,7,2,1,9,13,16,11,8,6,4,1,5,14,14,12,11,8,7,15,22,19,13,10,19,12,11,7,11,13
"Grafton County, NH",US,43.9088,-71.82600000000001,0,-1,2,3,1,-4,-5,-1,-1,-8,1,11,10,-3,0,1,0,-12,-7,-2,-8,-7,0,2,2,1,1,1,-1,-4,-1,0,0,-1,2,2,-4,-2,0,-9,-3,1,0,0,0,-13,-6,0,-3,-3,-3,-8,-5,0,5,8,6,3,1,-3,-6,-6,2,8,2,3,2,0,5,14,10,1,2,5,4,0,0,2,5
"Hillsborough, FL",US,27.9904,-82.3018,19,22,28,29,25,18,20,22,19,25,27,29,29,28,28,28,27,26,26,24,17,13,15,22,24,21,20,21,21,22,19,22,18,17,23,25,27,29,17,21,25,29,29,29,29,25,26,28,28,30,28,28,12,21,24,26,28,27,15,17,18,23,26,28,30,30,23,20,23,25,26,27,28,30,30,30,29,29,31
"Placer County, CA",US,39.0916,-120.8039,13,11,14,15,11,8,12,13,5,5,9,4,5,4,2,6,4,4,10,13,12,6,11,12,12,14,7,11,8,14,15,17,18,6,5,9,13,15,17,13,9,17,18,16,14,15,14,14,17,14,14,16,17,16,14,18,20,19,20,18,14,7,15,21,20,19,16,4,6,12,18,15,20,14,3,2,3,3,3
"San Mateo, CA",US,37.563,-122.3255,16,14,15,15,14,14,14,13,13,12,13,14,13,13,13,11,10,12,11,12,13,14,15,14,17,16,15,14,14,15,15,18,16,12,13,13,15,17,17,14,16,20,21,18,12,14,15,14,20,18,16,18,20,14,13,18,21,21,22,20,13,14,21,21,21,15,14,12,14,18,19,19,20,15,11,12,11,12,13
"Sonoma County, CA",US,38.578,-122.9888,17,15,17,15,13,11,14,12,8,11,12,9,8,9,8,7,7,8,11,11,11,10,14,13,12,13,14,13,13,15,19,19,19,8,10,12,17,19,18,14,15,23,23,20,11,16,17,16,20,17,16,16,20,18,17,20,23,22,22,20,14,12,20,25,23,12,10,9,10,15,21,18,22,11,8,8,9,8,8
"Umatilla, OR",US,45.775,-118.7606,10,11,7,14,7,8,11,12,6,4,6,5,6,3,-1,2,2,2,4,5,6,6,6,11,11,12,9,11,11,9,8,17,14,4,3,3,7,10,12,7,7,8,12,9,12,9,8,8,7,6,7,9,11,14,13,8,11,13,16,19,9,8,11,15,12,17,14,8,9,11,15,14,11,8,0,0,5,10,11
"Fulton County, GA",US,33.8034,-84.3963,12,13,9,15,13,12,16,14,16,17,18,21,20,18,18,21,17,12,10,8,3,4,10,9,13,7,10,11,14,11,14,6,9,18,24,20,20,21,5,6,13,11,21,22,18,11,13,8,12,16,11,6,9,14,13,8,19,13,9,11,13,18,12,21,13,11,14,15,17,20,18,22,24,22,26,20,13,20,24
"Washington County, OR",US,45.547,-123.1386,9,13,9,12,9,9,11,13,9,5,8,10,7,7,6,6,7,5,9,11,9,10,10,13,11,13,12,10,12,11,10,15,14,6,7,5,10,12,12,8,8,10,8,9,6,9,7,9,9,10,12,12,13,12,12,9,12,13,16,12,8,9,9,13,12,13,9,8,10,12,15,12,13,8,7,8,15,16,14
"Snohomish County, WA",US,48.033,-121.8339,8,8,4,13,6,6,8,9,4,4,4,5,4,2,-1,1,5,6,5,8,11,8,6,10,9,9,10,10,8,8,9,13,9,6,5,2,6,5,9,7,6,8,5,9,5,7,6,5,7,9,12,13,12,7,6,7,9,9,13,9,7,7,6,8,9,11,6,7,8,10,9,9,9,6,8,10,14,13,12
"Humboldt County, CA",US,40.745,-123.8695,13,12,13,15,9,8,11,10,8,10,9,7,8,9,7,8,7,9,10,14,15,9,11,14,14,14,13,12,10,14,17,17,13,7,7,9,10,14,12,9,14,17,17,13,13,11,12,12,14,14,15,17,16,13,11,15,18,17,20,15,10,13,14,17,19,15,11,9,11,14,17,16,19,12,7,7,10,8,11
"Sacramento County, CA",US,38.4747,-121.3542,13,14,16,15,13,14,13,9,9,11,12,14,11,13,13,10,9,10,11,8,12,14,15,13,17,14,17,17,15,17,17,19,19,14,12,13,15,16,18,17,18,22,21,19,18,18,18,19,21,18,19,20,22,22,17,23,23,24,25,24,19,15,22,24,25,22,17,13,15,19,23,22,27,20,11,11,8,13,12
"San Diego County, CA",US,32.7157,-117.1611,21,18,19,20,19,18,24,21,16,16,18,17,17,16,16,16,15,16,19,21,17,15,17,19,18,17,16,18,21,21,21,24,26,19,17,16,16,17,18,18,14,15,19,18,18,18,19,18,18,17,18,22,19,17,17,18,23,23,27,27,19,16,17,22,18,21,19,18,18,21,19,20,18,16,18,17,18,16,14
"San Benito, CA",US,36.5761,-120.9876,13,14,13,17,15,12,13,15,9,7,12,9,9,11,9,11,6,9,10,15,13,12,14,16,16,17,13,15,13,13,14,19,21,10,8,9,14,17,19,17,12,17,17,18,16,16,18,18,17,17,17,18,18,15,15,18,20,22,22,23,17,8,14,20,22,21,19,10,11,14,15,14,20,15,12,8,5,7,9
"Los Angeles, CA",US,34.0522,-118.2437,22,21,20,24,21,22,25,24,18,16,19,17,17,17,18,18,16,17,22,24,18,17,18,24,23,22,16,23,25,24,24,28,29,21,17,16,17,18,20,21,15,23,23,20,22,20,21,21,22,22,20,27,25,18,19,21,28,27,30,30,23,16,23,27,23,26,22,17,19,23,19,22,16,15,15,17,16,15,18
"King County, WA",US,47.6062,-122.3321,10,11,6,12,8,8,10,11,6,4,6,7,7,1,0,3,7,5,9,9,10,9,7,11,11,10,11,10,10,9,8,13,11,6,5,3,9,9,11,8,8,9,8,9,7,9,7,8,8,8,12,13,12,8,9,9,10,11,14,10,9,9,8,11,11,12,6,7,8,10,11,10,10,4,6,7,12,12,13
"Cook County, IL",US,41.7377,-87.6976,-1,5,9,4,1,5,5,5,-4,9,8,2,0,1,5,3,-3,-1,2,-6,0,0,1,1,3,2,1,1,0,1,2,3,3,11,6,2,0,-1,2,2,2,1,1,2,-4,-9,0,3,4,3,-1,-3,2,9,12,5,3,0,0,-1,1,11,9,10,8,12,4,10,17,14,6,8,13,9,3,5,5,8,6
"Skagit, WA",US,48.4242,-121.7114,4,4,0,8,0,1,1,3,0,0,0,0,0,-4,-6,-3,0,0,0,6,6,2,2,6,4,4,5,5,3,4,7,8,4,1,0,-2,0,1,3,2,2,3,2,3,2,2,2,0,1,4,7,7,7,3,2,0,5,4,7,6,2,2,2,4,4,6,2,2,2,4,4,4,4,1,1,5,10,10,9
"Thurston, WA",US,46.8646,-122.7696,9,10,7,13,8,7,9,10,5,4,7,7,6,4,1,4,6,5,9,11,11,8,9,11,11,12,10,10,11,9,9,13,10,6,6,4,9,10,10,9,8,8,8,9,6,9,6,8,9,9,12,13,13,10,7,9,11,11,14,10,7,9,7,10,11,13,7,6,8,11,12,10,11,4,7,8,14,14,13
"Island, WA",US,48.1976,-122.5795,9,10,6,13,8,7,9,10,6,5,7,7,6,0,0,3,5,5,8,9,10,9,7,11,10,9,10,9,8,9,8,13,10,6,5,3,7,7,9,7,6,7,8,8,7,8,8,7,7,7,9,9,9,8,8,8,8,10,10,9,8,7,8,9,10,10,7,6,7,8,10,9,8,6,6,7,9,9,10
"Whatcom, WA",US,48.8787,-121.9719,6,5,2,9,3,3,4,6,0,1,2,1,1,-4,-5,-2,2,1,3,6,6,5,3,6,5,6,5,6,5,5,7,9,6,3,1,0,3,2,5,5,3,5,3,4,3,3,4,3,2,6,8,8,9,4,3,3,6,7,8,9,4,4,3,7,5,8,4,4,4,6,4,4,4,2,2,7,11,12,11
"Marin, CA",US,38.0834,-122.7633,16,13,14,14,13,12,14,11,10,12,13,11,10,10,10,9,9,10,10,8,12,11,14,13,15,15,13,13,13,13,16,18,17,10,11,12,15,18,17,13,16,21,22,18,10,14,16,13,19,17,16,17,20,14,13,18,22,22,21,18,11,14,21,21,22,13,11,11,12,16,20,18,19,11,10,10,9,10,10
"Calaveras, CA",US,38.196,-120.6805,13,15,14,17,15,13,12,13,10,8,11,11,9,11,11,10,10,10,10,11,15,15,14,14,17,15,15,16,15,15,15,18,20,10,11,9,12,15,17,16,16,20,17,18,18,17,17,17,19,18,19,21,22,19,16,20,20,23,24,25,17,11,21,19,24,24,20,11,13,17,20,21,22,20,13,10,4,11,11
"Stanislaus, CA",US,37.5091,-120.9876,15,16,16,14,16,16,13,9,13,10,12,15,12,14,14,12,11,12,10,9,12,17,16,15,19,16,18,18,17,18,16,19,18,15,13,13,15,17,19,18,19,22,20,20,19,18,21,20,22,19,20,21,21,23,18,22,23,25,25,26,21,14,21,23,25,24,22,15,16,20,20,22,25,22,18,14,9,14,15
"San Joaquin, CA",US,36.6066,-120.189,13,15,12,16,18,15,12,11,12,11,12,14,12,13,13,14,15,12,10,11,14,17,17,15,17,17,18,18,18,16,17,20,20,17,13,12,15,18,21,21,18,20,20,21,22,20,23,23,21,20,21,24,22,21,20,20,23,27,27,28,24,16,19,23,26,27,26,16,19,20,21,21,25,23,19,16,10,14,16
"Essex, MA",US,42.632,-70.7829,5,4,6,8,6,2,2,4,4,-1,8,15,16,4,4,8,5,-5,-4,5,-2,-3,1,5,6,6,8,6,4,3,0,5,3,4,7,6,4,4,8,0,1,6,5,5,3,-2,-1,5,5,4,4,0,-1,6,8,11,7,6,8,2,1,0,9,11,9,9,6,6,9,16,14,8,6,13,10,5,0,6,9
"Charlton, GA",US,30.7917,-82.0843,19,18,24,27,21,15,21,20,18,22,25,27,28,28,27,27,27,17,23,21,13,8,14,15,23,17,18,17,18,15,16,16,11,18,24,24,26,26,16,19,19,27,28,28,29,16,20,21,17,26,27,16,11,16,21,25,19,20,14,16,18,22,25,27,26,24,20,17,20,23,25,27,28,28,30,30,23,28,29
"Collier, FL",US,26.07,-81.4279,27,27,29,29,28,21,24,24,25,26,26,29,29,29,29,29,29,27,27,27,24,18,17,26,27,26,23,24,26,25,24,27,21,19,24,27,28,28,22,24,27,29,30,30,29,29,29,29,30,31,31,30,22,24,26,27,29,29,20,21,22,25,26,28,30,30,26,24,24,26,28,28,29,30,31,30,31,29,31
"Pinellas, FL",US,27.8764,-82.7779,17,20,25,25,23,16,17,21,18,24,26,26,27,27,26,25,25,25,25,22,13,10,12,21,22,18,17,19,19,20,17,18,18,15,20,22,24,25,16,20,24,27,26,26,26,23,25,26,25,27,26,26,14,18,22,24,25,25,13,15,17,21,24,25,26,26,19,19,23,25,26,25,26,26,27,26,28,26,28
"Alachua, FL",US,29.7938,-82.4944,19,19,25,27,22,16,20,21,18,23,26,28,28,28,27,27,26,20,24,23,14,9,14,18,22,18,18,17,19,15,17,21,15,18,23,23,26,27,16,20,23,27,28,28,28,15,22,25,21,28,27,22,10,17,22,24,21,20,14,16,18,22,24,26,28,27,21,18,21,24,26,26,27,29,30,30,28,28,30
"Nassau, FL",US,30.5927,-81.8224,19,19,24,28,21,16,21,20,18,23,25,27,29,28,27,27,27,17,24,22,13,9,13,16,24,18,19,18,18,16,15,20,12,19,24,24,26,28,16,19,19,27,29,29,30,15,20,23,17,27,27,17,10,15,21,25,19,21,14,16,18,21,25,27,28,27,21,16,19,22,25,27,28,29,30,31,22,28,29
